ID,start_date,start_time,mode,eval_id,fold,level,epochs,net,sampler,outfile,hostname,remark,Job_ID,Cluster,User/Group,State,Nodes,Cores_per_node,CPU_Utilized,CPU_Efficiency,Job_Wall-clock_time,Memory_Utilized,Memory_Efficiency,WARNING,end_date,end_time,elapsed_time,valid_loss,valid_mae,valid_mae_end5,train_loss,train_mae,train_mae_end5,amp,RandomVerticalFlip,RandomHorizontalFlip,RandomRotation,image_size,RandGaussianNoise,patients_per_level,data_shuffle,data_shuffle_seed,train_nb,valid_nb,train_index_head,valid_index_head,normalize_data,batch_size,loader_workers,loss_fun,lr,gpuname,gpu_mem_usage,gpu_util,valid_metrics_min,r_c,nb_test,test_loss,test_mae,test_mae_end5,test_nb,pretrained,data_dir,label_file
169.0,2021-03-19,12:59:54,train,0.0,1.0,0.0,1.0,resnext50_32x4d,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
170.0,2021-03-19,13:11:49,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
171.0,2021-03-19,13:23:50,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
172.0,2021-03-19,13:24:30,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,2021-03-19,13:27:44,0:03:14,199.74,9.63,11.96,539.5,17.31,37.7,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_3_4_5_6_7_8_10_11_12_13_14_17_19_20_21_22_23_,9_15_16_18_30_45_55_56_60_65_66_67_68_69_75_76_78_82_84_93_,True,10.0,18.0,MSE,0.0001,,,,mae_end5,r,27.0,201.18,8.16,6.33,27.0,True,,
173.0,2021-03-19,13:33:55,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
174.0,2021-03-19,14:29:18,train,0.0,4.0,0.0,1.0,resnext101_32x8d,True,slurmlogs/slurm-76455_1,node856,re cross validation,76455.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,00:11:58,24.22% of 00:49:24 core-walltime,00:04:07,281.29 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,14:33:08,0:03:50,427.4,12.48,8.73,1098.68,25.22,37.57,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_4_5_6_9_10_11_12_14_15_16_18_19_20_21_22_24_26_,3_7_8_13_17_23_25_34_39_40_43_47_49_53_59_72_80_81_83_89_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,8882.0/11019.44 MB,89.2%,mae_end5,r,27.0,203.58,7.94,6.33,27.0,True,,
175.0,2021-03-19,14:29:21,train,0.0,3.0,0.0,1.0,resnext101_32x8d,True,slurmlogs/slurm-76455_0,node856,re cross validation,76455.0,alice,jjia/afd_b,COMPLETED (exit code 0),1.0,12.0,00:11:58,24.22% of 00:49:24 core-walltime,00:04:07,281.29 GB,0.00% of 0.00 MB,Efficiency statistics may be misleading for RUNNING jobs.,2021-03-19,14:33:11,0:03:50,395.66,14.06,11.48,982.56,23.79,36.88,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,1_3_5_7_8_9_12_13_14_15_16_17_18_19_20_21_23_24_25_26_,0_2_4_6_10_11_22_27_28_32_33_36_44_46_61_62_64_70_77_85_,True,10.0,18.0,MSE,0.0001,GeForce RTX 2080 Ti,8882.0/11019.44 MB,90.0%,mae_end5,r,27.0,206.82,9.17,6.33,27.0,True,,
176.0,2021-03-19,20:23:27,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
177.0,2021-03-19,20:26:16,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
178.0,2021-03-19,20:31:22,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
179.0,2021-03-19,20:35:24,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
180.0,2021-03-19,20:36:56,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
181.0,2021-03-19,20:46:12,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
182.0,2021-03-19,20:47:16,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,True,,
183.0,2021-03-19,20:50:38,train,0.0,1.0,0.0,1.0,vgg19,True,,,,,,,,,,,,,,,,2021-03-19,20:53:04,0:02:26,354.3,11.22,11.02,561.52,18.02,17.97,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_3_4_5_6_7_8_10_11_12_13_14_17_19_20_21_22_23_,9_15_16_18_30_45_55_56_60_65_66_67_68_69_75_76_78_82_84_93_,True,10.0,18.0,MSE,0.0001,,,,mae_end5,r,27.0,205.09,7.81,7.8,27.0,True,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx
184.0,2021-03-19,21:00:34,train,0.0,1.0,0.0,20.0,vgg19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,27.0,,,,,False,,
185.0,2021-03-19,21:02:52,train,0.0,1.0,0.0,20.0,vgg19,True,,,,,,,,,,,,,,,,2021-03-19,21:40:50,0:37:58,180.11,9.18,9.13,179.05,10.22,10.1,True,0.5,0.5,20.0,512.0,0.1,,True,42.0,160.0,40.0,0_1_2_3_4_5_6_7_8_10_11_12_13_14_17_19_20_21_22_23_,9_15_16_18_30_45_55_56_60_65_66_67_68_69_75_76_78_82_84_93_,True,10.0,18.0,MSE,0.0001,,,,mae_end5,r,27.0,93.92,6.4,6.27,27.0,False,dataset/SSc_DeepLearning,dataset/SSc_DeepLearning/GohScores.xlsx
